problem_id,problem_name,description,skill_level,difficulty,max_score
P0639,Easy Greedy Problem 639,This is a easy level problem related to greedy.,Basic,Easy,20
P0640,Medium Algorithm Problem 640,This is a medium level problem related to algorithm.,Intermediate,Medium,87
P0641,Easy Math Problem 641,This is a easy level problem related to math.,Basic,Easy,46
P0642,Hard Algorithm Problem 642,This is a hard level problem related to algorithm.,Advanced,Hard,43
P0643,Medium Dynamic Programming Problem 643,This is a medium level problem related to dynamic programming.,Intermediate,Medium,72
P0644,Medium Dynamic Programming Problem 644,This is a medium level problem related to dynamic programming.,Intermediate,Medium,25
P0645,Easy Dynamic Programming Problem 645,This is a easy level problem related to dynamic programming.,Basic,Easy,37
P0646,Hard Algorithm Problem 646,This is a hard level problem related to algorithm.,Advanced,Hard,65
P0647,Easy Graphs Problem 647,This is a easy level problem related to graphs.,Basic,Easy,29
P0648,Easy Data Structures Problem 648,This is a easy level problem related to data structures.,Basic,Easy,91
P0649,Hard Data Structures Problem 649,This is a hard level problem related to data structures.,Advanced,Hard,89
P0650,Easy Graphs Problem 650,This is a easy level problem related to graphs.,Basic,Easy,95
P0651,Medium Data Structures Problem 651,This is a medium level problem related to data structures.,Intermediate,Medium,86
P0652,Hard Graphs Problem 652,This is a hard level problem related to graphs.,Advanced,Hard,19
P0653,Hard Graphs Problem 653,This is a hard level problem related to graphs.,Advanced,Hard,93
P0654,Hard Dynamic Programming Problem 654,This is a hard level problem related to dynamic programming.,Advanced,Hard,94
P0655,Hard Graphs Problem 655,This is a hard level problem related to graphs.,Advanced,Hard,78
P0656,Medium Greedy Problem 656,This is a medium level problem related to greedy.,Intermediate,Medium,89
P0657,Medium Graphs Problem 657,This is a medium level problem related to graphs.,Intermediate,Medium,47
P0658,Easy Math Problem 658,This is a easy level problem related to math.,Basic,Easy,34
P0659,Medium Graphs Problem 659,This is a medium level problem related to graphs.,Intermediate,Medium,89
P0660,Hard Data Structures Problem 660,This is a hard level problem related to data structures.,Advanced,Hard,98
P0661,Easy Algorithm Problem 661,This is a easy level problem related to algorithm.,Basic,Easy,29
P0662,Medium Math Problem 662,This is a medium level problem related to math.,Intermediate,Medium,78
P0663,Medium Algorithm Problem 663,This is a medium level problem related to algorithm.,Intermediate,Medium,72
P0664,Easy Math Problem 664,This is a easy level problem related to math.,Basic,Easy,27
P0665,Hard Math Problem 665,This is a hard level problem related to math.,Advanced,Hard,30
P0666,Medium Algorithm Problem 666,This is a medium level problem related to algorithm.,Intermediate,Medium,76
P0667,Medium Data Structures Problem 667,This is a medium level problem related to data structures.,Intermediate,Medium,36
P0668,Easy Algorithm Problem 668,This is a easy level problem related to algorithm.,Basic,Easy,15
P0669,Medium Graphs Problem 669,This is a medium level problem related to graphs.,Intermediate,Medium,89
P0670,Hard Algorithm Problem 670,This is a hard level problem related to algorithm.,Advanced,Hard,42
P0671,Medium Dynamic Programming Problem 671,This is a medium level problem related to dynamic programming.,Intermediate,Medium,73
P0672,Easy Data Structures Problem 672,This is a easy level problem related to data structures.,Basic,Easy,23
P0673,Easy Greedy Problem 673,This is a easy level problem related to greedy.,Basic,Easy,22
P0674,Medium Dynamic Programming Problem 674,This is a medium level problem related to dynamic programming.,Intermediate,Medium,48
P0675,Easy Data Structures Problem 675,This is a easy level problem related to data structures.,Basic,Easy,85
P0676,Medium Graphs Problem 676,This is a medium level problem related to graphs.,Intermediate,Medium,53
P0677,Easy Greedy Problem 677,This is a easy level problem related to greedy.,Basic,Easy,71
P0678,Easy Dynamic Programming Problem 678,This is a easy level problem related to dynamic programming.,Basic,Easy,73
P0679,Medium Algorithm Problem 679,This is a medium level problem related to algorithm.,Intermediate,Medium,41
P0680,Easy Data Structures Problem 680,This is a easy level problem related to data structures.,Basic,Easy,55
P0681,Hard Data Structures Problem 681,This is a hard level problem related to data structures.,Advanced,Hard,22
P0682,Easy Greedy Problem 682,This is a easy level problem related to greedy.,Basic,Easy,72
P0683,Medium Greedy Problem 683,This is a medium level problem related to greedy.,Intermediate,Medium,30
P0684,Medium Data Structures Problem 684,This is a medium level problem related to data structures.,Intermediate,Medium,50
P0685,Easy Graphs Problem 685,This is a easy level problem related to graphs.,Basic,Easy,79
P0686,Hard Math Problem 686,This is a hard level problem related to math.,Advanced,Hard,30
P0687,Easy Dynamic Programming Problem 687,This is a easy level problem related to dynamic programming.,Basic,Easy,67
P0688,Medium Algorithm Problem 688,This is a medium level problem related to algorithm.,Intermediate,Medium,31
P0689,Hard Dynamic Programming Problem 689,This is a hard level problem related to dynamic programming.,Advanced,Hard,17
P0690,Easy Algorithm Problem 690,This is a easy level problem related to algorithm.,Basic,Easy,46
P0691,Easy Dynamic Programming Problem 691,This is a easy level problem related to dynamic programming.,Basic,Easy,28
P0692,Medium Greedy Problem 692,This is a medium level problem related to greedy.,Intermediate,Medium,98
P0693,Hard Graphs Problem 693,This is a hard level problem related to graphs.,Advanced,Hard,75
P0694,Hard Graphs Problem 694,This is a hard level problem related to graphs.,Advanced,Hard,67
P0695,Easy Greedy Problem 695,This is a easy level problem related to greedy.,Basic,Easy,67
P0696,Easy Greedy Problem 696,This is a easy level problem related to greedy.,Basic,Easy,72
P0697,Hard Algorithm Problem 697,This is a hard level problem related to algorithm.,Advanced,Hard,59
P0698,Medium Data Structures Problem 698,This is a medium level problem related to data structures.,Intermediate,Medium,98
P0699,Medium Greedy Problem 699,This is a medium level problem related to greedy.,Intermediate,Medium,17
P0700,Hard Data Structures Problem 700,This is a hard level problem related to data structures.,Advanced,Hard,58
P0701,Hard Math Problem 701,This is a hard level problem related to math.,Advanced,Hard,55
P0702,Medium Algorithm Problem 702,This is a medium level problem related to algorithm.,Intermediate,Medium,67
P0703,Hard Algorithm Problem 703,This is a hard level problem related to algorithm.,Advanced,Hard,24
P0704,Easy Dynamic Programming Problem 704,This is a easy level problem related to dynamic programming.,Basic,Easy,77
P0705,Medium Data Structures Problem 705,This is a medium level problem related to data structures.,Intermediate,Medium,51
P0706,Medium Graphs Problem 706,This is a medium level problem related to graphs.,Intermediate,Medium,33
P0707,Medium Graphs Problem 707,This is a medium level problem related to graphs.,Intermediate,Medium,58
P0708,Medium Dynamic Programming Problem 708,This is a medium level problem related to dynamic programming.,Intermediate,Medium,48
P0709,Hard Greedy Problem 709,This is a hard level problem related to greedy.,Advanced,Hard,88
P0710,Medium Dynamic Programming Problem 710,This is a medium level problem related to dynamic programming.,Intermediate,Medium,85
P0711,Easy Graphs Problem 711,This is a easy level problem related to graphs.,Basic,Easy,22
P0712,Easy Graphs Problem 712,This is a easy level problem related to graphs.,Basic,Easy,84
P0713,Easy Graphs Problem 713,This is a easy level problem related to graphs.,Basic,Easy,70
P0714,Medium Data Structures Problem 714,This is a medium level problem related to data structures.,Intermediate,Medium,22
P0715,Hard Math Problem 715,This is a hard level problem related to math.,Advanced,Hard,62
P0716,Hard Greedy Problem 716,This is a hard level problem related to greedy.,Advanced,Hard,30
P0717,Easy Algorithm Problem 717,This is a easy level problem related to algorithm.,Basic,Easy,50
P0718,Medium Algorithm Problem 718,This is a medium level problem related to algorithm.,Intermediate,Medium,15
P0719,Easy Algorithm Problem 719,This is a easy level problem related to algorithm.,Basic,Easy,74
P0720,Easy Algorithm Problem 720,This is a easy level problem related to algorithm.,Basic,Easy,96
P0721,Easy Math Problem 721,This is a easy level problem related to math.,Basic,Easy,17
P0722,Easy Greedy Problem 722,This is a easy level problem related to greedy.,Basic,Easy,56
P0723,Medium Dynamic Programming Problem 723,This is a medium level problem related to dynamic programming.,Intermediate,Medium,34
P0724,Easy Data Structures Problem 724,This is a easy level problem related to data structures.,Basic,Easy,86
P0725,Easy Algorithm Problem 725,This is a easy level problem related to algorithm.,Basic,Easy,50
P0726,Easy Math Problem 726,This is a easy level problem related to math.,Basic,Easy,17
P0727,Medium Dynamic Programming Problem 727,This is a medium level problem related to dynamic programming.,Intermediate,Medium,51
P0728,Hard Math Problem 728,This is a hard level problem related to math.,Advanced,Hard,56
P0729,Medium Data Structures Problem 729,This is a medium level problem related to data structures.,Intermediate,Medium,82
P0730,Medium Graphs Problem 730,This is a medium level problem related to graphs.,Intermediate,Medium,13
P0731,Medium Data Structures Problem 731,This is a medium level problem related to data structures.,Intermediate,Medium,14
P0732,Easy Graphs Problem 732,This is a easy level problem related to graphs.,Basic,Easy,84
P0733,Hard Math Problem 733,This is a hard level problem related to math.,Advanced,Hard,88
P0734,Medium Math Problem 734,This is a medium level problem related to math.,Intermediate,Medium,31
P0735,Easy Dynamic Programming Problem 735,This is a easy level problem related to dynamic programming.,Basic,Easy,31
P0736,Medium Math Problem 736,This is a medium level problem related to math.,Intermediate,Medium,75
P0737,Medium Algorithm Problem 737,This is a medium level problem related to algorithm.,Intermediate,Medium,87
P0738,Medium Algorithm Problem 738,This is a medium level problem related to algorithm.,Intermediate,Medium,92
P0739,Hard Data Structures Problem 739,This is a hard level problem related to data structures.,Advanced,Hard,15
P0740,Medium Math Problem 740,This is a medium level problem related to math.,Intermediate,Medium,41
P0741,Medium Dynamic Programming Problem 741,This is a medium level problem related to dynamic programming.,Intermediate,Medium,23
P0742,Hard Data Structures Problem 742,This is a hard level problem related to data structures.,Advanced,Hard,77
P0743,Easy Greedy Problem 743,This is a easy level problem related to greedy.,Basic,Easy,48
P0744,Medium Algorithm Problem 744,This is a medium level problem related to algorithm.,Intermediate,Medium,31
P0745,Medium Graphs Problem 745,This is a medium level problem related to graphs.,Intermediate,Medium,85
P0746,Hard Math Problem 746,This is a hard level problem related to math.,Advanced,Hard,65
P0747,Easy Data Structures Problem 747,This is a easy level problem related to data structures.,Basic,Easy,19
P0748,Medium Graphs Problem 748,This is a medium level problem related to graphs.,Intermediate,Medium,19
P0749,Medium Algorithm Problem 749,This is a medium level problem related to algorithm.,Intermediate,Medium,79
P0750,Easy Dynamic Programming Problem 750,This is a easy level problem related to dynamic programming.,Basic,Easy,18
P0751,Easy Data Structures Problem 751,This is a easy level problem related to data structures.,Basic,Easy,97
P0752,Hard Math Problem 752,This is a hard level problem related to math.,Advanced,Hard,93
P0753,Easy Dynamic Programming Problem 753,This is a easy level problem related to dynamic programming.,Basic,Easy,67
P0754,Medium Greedy Problem 754,This is a medium level problem related to greedy.,Intermediate,Medium,16
P0755,Medium Algorithm Problem 755,This is a medium level problem related to algorithm.,Intermediate,Medium,55
P0756,Medium Dynamic Programming Problem 756,This is a medium level problem related to dynamic programming.,Intermediate,Medium,97
P0757,Easy Dynamic Programming Problem 757,This is a easy level problem related to dynamic programming.,Basic,Easy,28
P0758,Medium Algorithm Problem 758,This is a medium level problem related to algorithm.,Intermediate,Medium,34
P0759,Hard Data Structures Problem 759,This is a hard level problem related to data structures.,Advanced,Hard,65
P0760,Hard Algorithm Problem 760,This is a hard level problem related to algorithm.,Advanced,Hard,10
P0761,Hard Graphs Problem 761,This is a hard level problem related to graphs.,Advanced,Hard,78
P0762,Easy Math Problem 762,This is a easy level problem related to math.,Basic,Easy,94
P0763,Easy Graphs Problem 763,This is a easy level problem related to graphs.,Basic,Easy,52
P0764,Hard Data Structures Problem 764,This is a hard level problem related to data structures.,Advanced,Hard,95
P0765,Hard Dynamic Programming Problem 765,This is a hard level problem related to dynamic programming.,Advanced,Hard,83
P0766,Hard Greedy Problem 766,This is a hard level problem related to greedy.,Advanced,Hard,24
P0767,Hard Greedy Problem 767,This is a hard level problem related to greedy.,Advanced,Hard,58
P0768,Medium Graphs Problem 768,This is a medium level problem related to graphs.,Intermediate,Medium,68
P0769,Medium Dynamic Programming Problem 769,This is a medium level problem related to dynamic programming.,Intermediate,Medium,73
P0770,Medium Graphs Problem 770,This is a medium level problem related to graphs.,Intermediate,Medium,43
P0771,Medium Math Problem 771,This is a medium level problem related to math.,Intermediate,Medium,48
P0772,Medium Math Problem 772,This is a medium level problem related to math.,Intermediate,Medium,63
P0773,Hard Graphs Problem 773,This is a hard level problem related to graphs.,Advanced,Hard,66
P0774,Medium Greedy Problem 774,This is a medium level problem related to greedy.,Intermediate,Medium,70
P0775,Easy Math Problem 775,This is a easy level problem related to math.,Basic,Easy,55
P0776,Easy Greedy Problem 776,This is a easy level problem related to greedy.,Basic,Easy,82
P0777,Hard Dynamic Programming Problem 777,This is a hard level problem related to dynamic programming.,Advanced,Hard,30
P0778,Medium Algorithm Problem 778,This is a medium level problem related to algorithm.,Intermediate,Medium,35
P0779,Easy Graphs Problem 779,This is a easy level problem related to graphs.,Basic,Easy,55
P0780,Hard Greedy Problem 780,This is a hard level problem related to greedy.,Advanced,Hard,36
P0781,Medium Graphs Problem 781,This is a medium level problem related to graphs.,Intermediate,Medium,43
P0782,Hard Math Problem 782,This is a hard level problem related to math.,Advanced,Hard,12
P0783,Easy Math Problem 783,This is a easy level problem related to math.,Basic,Easy,30
P0784,Medium Dynamic Programming Problem 784,This is a medium level problem related to dynamic programming.,Intermediate,Medium,68
P0785,Medium Data Structures Problem 785,This is a medium level problem related to data structures.,Intermediate,Medium,30
P0786,Easy Algorithm Problem 786,This is a easy level problem related to algorithm.,Basic,Easy,67
P0787,Medium Dynamic Programming Problem 787,This is a medium level problem related to dynamic programming.,Intermediate,Medium,65
P0788,Hard Data Structures Problem 788,This is a hard level problem related to data structures.,Advanced,Hard,71
P0789,Hard Greedy Problem 789,This is a hard level problem related to greedy.,Advanced,Hard,32
P0790,Medium Greedy Problem 790,This is a medium level problem related to greedy.,Intermediate,Medium,93
P0791,Hard Dynamic Programming Problem 791,This is a hard level problem related to dynamic programming.,Advanced,Hard,78
P0792,Medium Dynamic Programming Problem 792,This is a medium level problem related to dynamic programming.,Intermediate,Medium,50
P0793,Easy Greedy Problem 793,This is a easy level problem related to greedy.,Basic,Easy,94
P0794,Easy Dynamic Programming Problem 794,This is a easy level problem related to dynamic programming.,Basic,Easy,47
P0795,Easy Graphs Problem 795,This is a easy level problem related to graphs.,Basic,Easy,36
P0796,Easy Dynamic Programming Problem 796,This is a easy level problem related to dynamic programming.,Basic,Easy,72
P0797,Hard Algorithm Problem 797,This is a hard level problem related to algorithm.,Advanced,Hard,59
P0798,Medium Data Structures Problem 798,This is a medium level problem related to data structures.,Intermediate,Medium,98
P0799,Easy Math Problem 799,This is a easy level problem related to math.,Basic,Easy,30
P0800,Medium Algorithm Problem 800,This is a medium level problem related to algorithm.,Intermediate,Medium,49
P0801,Easy Algorithm Problem 801,This is a easy level problem related to algorithm.,Basic,Easy,96
P0802,Easy Data Structures Problem 802,This is a easy level problem related to data structures.,Basic,Easy,98
P0803,Medium Graphs Problem 803,This is a medium level problem related to graphs.,Intermediate,Medium,78
P0804,Medium Dynamic Programming Problem 804,This is a medium level problem related to dynamic programming.,Intermediate,Medium,46
P0805,Easy Dynamic Programming Problem 805,This is a easy level problem related to dynamic programming.,Basic,Easy,95
P0806,Easy Graphs Problem 806,This is a easy level problem related to graphs.,Basic,Easy,12
P0807,Easy Greedy Problem 807,This is a easy level problem related to greedy.,Basic,Easy,55
P0808,Hard Math Problem 808,This is a hard level problem related to math.,Advanced,Hard,48
P0809,Easy Graphs Problem 809,This is a easy level problem related to graphs.,Basic,Easy,27
P0810,Easy Dynamic Programming Problem 810,This is a easy level problem related to dynamic programming.,Basic,Easy,80
P0811,Medium Greedy Problem 811,This is a medium level problem related to greedy.,Intermediate,Medium,88
P0812,Medium Greedy Problem 812,This is a medium level problem related to greedy.,Intermediate,Medium,18
P0813,Medium Algorithm Problem 813,This is a medium level problem related to algorithm.,Intermediate,Medium,69
P0814,Easy Math Problem 814,This is a easy level problem related to math.,Basic,Easy,53
P0815,Medium Math Problem 815,This is a medium level problem related to math.,Intermediate,Medium,82
P0816,Medium Algorithm Problem 816,This is a medium level problem related to algorithm.,Intermediate,Medium,31
P0817,Hard Dynamic Programming Problem 817,This is a hard level problem related to dynamic programming.,Advanced,Hard,29
P0818,Hard Graphs Problem 818,This is a hard level problem related to graphs.,Advanced,Hard,71
P0819,Easy Algorithm Problem 819,This is a easy level problem related to algorithm.,Basic,Easy,19
P0820,Hard Math Problem 820,This is a hard level problem related to math.,Advanced,Hard,63
P0821,Medium Graphs Problem 821,This is a medium level problem related to graphs.,Intermediate,Medium,97
P0822,Easy Data Structures Problem 822,This is a easy level problem related to data structures.,Basic,Easy,93
P0823,Hard Dynamic Programming Problem 823,This is a hard level problem related to dynamic programming.,Advanced,Hard,40
P0824,Easy Math Problem 824,This is a easy level problem related to math.,Basic,Easy,23
P0825,Easy Math Problem 825,This is a easy level problem related to math.,Basic,Easy,16
P0826,Medium Algorithm Problem 826,This is a medium level problem related to algorithm.,Intermediate,Medium,84
P0827,Easy Greedy Problem 827,This is a easy level problem related to greedy.,Basic,Easy,80
P0828,Hard Graphs Problem 828,This is a hard level problem related to graphs.,Advanced,Hard,23
P0829,Hard Graphs Problem 829,This is a hard level problem related to graphs.,Advanced,Hard,18
P0830,Hard Algorithm Problem 830,This is a hard level problem related to algorithm.,Advanced,Hard,39
P0831,Easy Greedy Problem 831,This is a easy level problem related to greedy.,Basic,Easy,64
P0832,Medium Data Structures Problem 832,This is a medium level problem related to data structures.,Intermediate,Medium,10
P0833,Easy Algorithm Problem 833,This is a easy level problem related to algorithm.,Basic,Easy,90
P0834,Medium Data Structures Problem 834,This is a medium level problem related to data structures.,Intermediate,Medium,53
P0835,Hard Dynamic Programming Problem 835,This is a hard level problem related to dynamic programming.,Advanced,Hard,10
P0836,Hard Data Structures Problem 836,This is a hard level problem related to data structures.,Advanced,Hard,58
P0837,Easy Data Structures Problem 837,This is a easy level problem related to data structures.,Basic,Easy,33
P0838,Easy Graphs Problem 838,This is a easy level problem related to graphs.,Basic,Easy,70
P0839,Hard Graphs Problem 839,This is a hard level problem related to graphs.,Advanced,Hard,80
P0840,Medium Dynamic Programming Problem 840,This is a medium level problem related to dynamic programming.,Intermediate,Medium,13
P0841,Medium Data Structures Problem 841,This is a medium level problem related to data structures.,Intermediate,Medium,12
P0842,Medium Data Structures Problem 842,This is a medium level problem related to data structures.,Intermediate,Medium,54
P0843,Medium Algorithm Problem 843,This is a medium level problem related to algorithm.,Intermediate,Medium,89
P0844,Medium Math Problem 844,This is a medium level problem related to math.,Intermediate,Medium,35
P0845,Medium Graphs Problem 845,This is a medium level problem related to graphs.,Intermediate,Medium,23
P0846,Medium Graphs Problem 846,This is a medium level problem related to graphs.,Intermediate,Medium,85
P0847,Easy Graphs Problem 847,This is a easy level problem related to graphs.,Basic,Easy,47
P0848,Easy Greedy Problem 848,This is a easy level problem related to greedy.,Basic,Easy,11
P0849,Easy Graphs Problem 849,This is a easy level problem related to graphs.,Basic,Easy,24
P0850,Easy Math Problem 850,This is a easy level problem related to math.,Basic,Easy,67
P0851,Medium Math Problem 851,This is a medium level problem related to math.,Intermediate,Medium,69
P0852,Medium Greedy Problem 852,This is a medium level problem related to greedy.,Intermediate,Medium,19
P0853,Easy Data Structures Problem 853,This is a easy level problem related to data structures.,Basic,Easy,25
P0854,Hard Dynamic Programming Problem 854,This is a hard level problem related to dynamic programming.,Advanced,Hard,92
P0855,Hard Data Structures Problem 855,This is a hard level problem related to data structures.,Advanced,Hard,52
P0856,Medium Algorithm Problem 856,This is a medium level problem related to algorithm.,Intermediate,Medium,30
P0857,Hard Data Structures Problem 857,This is a hard level problem related to data structures.,Advanced,Hard,69
P0858,Easy Dynamic Programming Problem 858,This is a easy level problem related to dynamic programming.,Basic,Easy,43
P0859,Hard Dynamic Programming Problem 859,This is a hard level problem related to dynamic programming.,Advanced,Hard,31
P0860,Medium Dynamic Programming Problem 860,This is a medium level problem related to dynamic programming.,Intermediate,Medium,67
P0861,Hard Greedy Problem 861,This is a hard level problem related to greedy.,Advanced,Hard,75
P0862,Medium Greedy Problem 862,This is a medium level problem related to greedy.,Intermediate,Medium,51
P0863,Hard Algorithm Problem 863,This is a hard level problem related to algorithm.,Advanced,Hard,48
P0864,Hard Greedy Problem 864,This is a hard level problem related to greedy.,Advanced,Hard,40
P0865,Medium Greedy Problem 865,This is a medium level problem related to greedy.,Intermediate,Medium,24
P0866,Hard Graphs Problem 866,This is a hard level problem related to graphs.,Advanced,Hard,37
P0867,Medium Dynamic Programming Problem 867,This is a medium level problem related to dynamic programming.,Intermediate,Medium,26
P0868,Medium Graphs Problem 868,This is a medium level problem related to graphs.,Intermediate,Medium,89
P0869,Easy Graphs Problem 869,This is a easy level problem related to graphs.,Basic,Easy,18
P0870,Medium Dynamic Programming Problem 870,This is a medium level problem related to dynamic programming.,Intermediate,Medium,13
P0871,Medium Math Problem 871,This is a medium level problem related to math.,Intermediate,Medium,55
P0872,Easy Dynamic Programming Problem 872,This is a easy level problem related to dynamic programming.,Basic,Easy,36
P0873,Hard Data Structures Problem 873,This is a hard level problem related to data structures.,Advanced,Hard,56
P0874,Easy Math Problem 874,This is a easy level problem related to math.,Basic,Easy,52
P0875,Medium Dynamic Programming Problem 875,This is a medium level problem related to dynamic programming.,Intermediate,Medium,22
P0876,Medium Dynamic Programming Problem 876,This is a medium level problem related to dynamic programming.,Intermediate,Medium,37
P0877,Easy Data Structures Problem 877,This is a easy level problem related to data structures.,Basic,Easy,12
P0878,Easy Math Problem 878,This is a easy level problem related to math.,Basic,Easy,29
P0879,Medium Graphs Problem 879,This is a medium level problem related to graphs.,Intermediate,Medium,43
P0880,Medium Algorithm Problem 880,This is a medium level problem related to algorithm.,Intermediate,Medium,99
P0881,Medium Data Structures Problem 881,This is a medium level problem related to data structures.,Intermediate,Medium,89
P0882,Easy Graphs Problem 882,This is a easy level problem related to graphs.,Basic,Easy,14
P0883,Hard Dynamic Programming Problem 883,This is a hard level problem related to dynamic programming.,Advanced,Hard,90
P0884,Medium Dynamic Programming Problem 884,This is a medium level problem related to dynamic programming.,Intermediate,Medium,14
P0885,Hard Data Structures Problem 885,This is a hard level problem related to data structures.,Advanced,Hard,62
P0886,Medium Math Problem 886,This is a medium level problem related to math.,Intermediate,Medium,49
P0887,Hard Dynamic Programming Problem 887,This is a hard level problem related to dynamic programming.,Advanced,Hard,67
P0888,Hard Data Structures Problem 888,This is a hard level problem related to data structures.,Advanced,Hard,87
P0889,Medium Dynamic Programming Problem 889,This is a medium level problem related to dynamic programming.,Intermediate,Medium,21
P0890,Medium Dynamic Programming Problem 890,This is a medium level problem related to dynamic programming.,Intermediate,Medium,21
P0891,Medium Algorithm Problem 891,This is a medium level problem related to algorithm.,Intermediate,Medium,12
P0892,Easy Algorithm Problem 892,This is a easy level problem related to algorithm.,Basic,Easy,91
P0893,Hard Data Structures Problem 893,This is a hard level problem related to data structures.,Advanced,Hard,33
P0894,Medium Dynamic Programming Problem 894,This is a medium level problem related to dynamic programming.,Intermediate,Medium,84
P0895,Easy Data Structures Problem 895,This is a easy level problem related to data structures.,Basic,Easy,52
P0896,Hard Data Structures Problem 896,This is a hard level problem related to data structures.,Advanced,Hard,100
P0897,Medium Graphs Problem 897,This is a medium level problem related to graphs.,Intermediate,Medium,22
P0898,Easy Greedy Problem 898,This is a easy level problem related to greedy.,Basic,Easy,24
P0899,Medium Data Structures Problem 899,This is a medium level problem related to data structures.,Intermediate,Medium,71
P0900,Hard Math Problem 900,This is a hard level problem related to math.,Advanced,Hard,43
P0901,Hard Greedy Problem 901,This is a hard level problem related to greedy.,Advanced,Hard,72
P0902,Medium Graphs Problem 902,This is a medium level problem related to graphs.,Intermediate,Medium,61
P0903,Hard Math Problem 903,This is a hard level problem related to math.,Advanced,Hard,61
P0904,Easy Greedy Problem 904,This is a easy level problem related to greedy.,Basic,Easy,60
P0905,Medium Math Problem 905,This is a medium level problem related to math.,Intermediate,Medium,65
P0906,Medium Algorithm Problem 906,This is a medium level problem related to algorithm.,Intermediate,Medium,99
P0907,Easy Data Structures Problem 907,This is a easy level problem related to data structures.,Basic,Easy,54
P0908,Hard Dynamic Programming Problem 908,This is a hard level problem related to dynamic programming.,Advanced,Hard,79
P0909,Easy Algorithm Problem 909,This is a easy level problem related to algorithm.,Basic,Easy,14
P0910,Medium Dynamic Programming Problem 910,This is a medium level problem related to dynamic programming.,Intermediate,Medium,42
P0911,Medium Greedy Problem 911,This is a medium level problem related to greedy.,Intermediate,Medium,73
P0912,Easy Data Structures Problem 912,This is a easy level problem related to data structures.,Basic,Easy,11
P0913,Medium Math Problem 913,This is a medium level problem related to math.,Intermediate,Medium,17
P0914,Easy Greedy Problem 914,This is a easy level problem related to greedy.,Basic,Easy,20
P0915,Easy Dynamic Programming Problem 915,This is a easy level problem related to dynamic programming.,Basic,Easy,44
P0916,Hard Dynamic Programming Problem 916,This is a hard level problem related to dynamic programming.,Advanced,Hard,91
P0917,Easy Graphs Problem 917,This is a easy level problem related to graphs.,Basic,Easy,97
P0918,Medium Math Problem 918,This is a medium level problem related to math.,Intermediate,Medium,89
P0919,Hard Dynamic Programming Problem 919,This is a hard level problem related to dynamic programming.,Advanced,Hard,47
P0920,Medium Greedy Problem 920,This is a medium level problem related to greedy.,Intermediate,Medium,23
P0921,Hard Algorithm Problem 921,This is a hard level problem related to algorithm.,Advanced,Hard,31
P0922,Hard Algorithm Problem 922,This is a hard level problem related to algorithm.,Advanced,Hard,68
P0923,Easy Data Structures Problem 923,This is a easy level problem related to data structures.,Basic,Easy,12
P0924,Hard Dynamic Programming Problem 924,This is a hard level problem related to dynamic programming.,Advanced,Hard,90
P0925,Hard Math Problem 925,This is a hard level problem related to math.,Advanced,Hard,89
P0926,Easy Greedy Problem 926,This is a easy level problem related to greedy.,Basic,Easy,71
P0927,Easy Algorithm Problem 927,This is a easy level problem related to algorithm.,Basic,Easy,49
P0928,Easy Graphs Problem 928,This is a easy level problem related to graphs.,Basic,Easy,88
P0929,Easy Data Structures Problem 929,This is a easy level problem related to data structures.,Basic,Easy,86
P0930,Hard Dynamic Programming Problem 930,This is a hard level problem related to dynamic programming.,Advanced,Hard,19
P0931,Easy Greedy Problem 931,This is a easy level problem related to greedy.,Basic,Easy,99
P0932,Easy Math Problem 932,This is a easy level problem related to math.,Basic,Easy,29
P0933,Easy Algorithm Problem 933,This is a easy level problem related to algorithm.,Basic,Easy,44
P0934,Medium Math Problem 934,This is a medium level problem related to math.,Intermediate,Medium,14
P0935,Hard Math Problem 935,This is a hard level problem related to math.,Advanced,Hard,38
P0936,Hard Math Problem 936,This is a hard level problem related to math.,Advanced,Hard,42
P0937,Hard Data Structures Problem 937,This is a hard level problem related to data structures.,Advanced,Hard,89
P0938,Easy Graphs Problem 938,This is a easy level problem related to graphs.,Basic,Easy,39
P0939,Easy Greedy Problem 939,This is a easy level problem related to greedy.,Basic,Easy,97
P0940,Medium Math Problem 940,This is a medium level problem related to math.,Intermediate,Medium,22
P0941,Easy Math Problem 941,This is a easy level problem related to math.,Basic,Easy,13
P0942,Hard Data Structures Problem 942,This is a hard level problem related to data structures.,Advanced,Hard,75
P0943,Easy Greedy Problem 943,This is a easy level problem related to greedy.,Basic,Easy,93
P0944,Hard Graphs Problem 944,This is a hard level problem related to graphs.,Advanced,Hard,63
P0945,Easy Data Structures Problem 945,This is a easy level problem related to data structures.,Basic,Easy,11
P0946,Medium Greedy Problem 946,This is a medium level problem related to greedy.,Intermediate,Medium,74
P0947,Hard Greedy Problem 947,This is a hard level problem related to greedy.,Advanced,Hard,74
P0948,Easy Data Structures Problem 948,This is a easy level problem related to data structures.,Basic,Easy,97
P0949,Hard Algorithm Problem 949,This is a hard level problem related to algorithm.,Advanced,Hard,81
P0950,Medium Data Structures Problem 950,This is a medium level problem related to data structures.,Intermediate,Medium,32
P0951,Hard Algorithm Problem 951,This is a hard level problem related to algorithm.,Advanced,Hard,74
P0952,Hard Math Problem 952,This is a hard level problem related to math.,Advanced,Hard,52
P0953,Hard Dynamic Programming Problem 953,This is a hard level problem related to dynamic programming.,Advanced,Hard,42
